stock_code,ESG_2017_rel_date,ESG_2018_rel_date,ESG_2019_rel_date,ESG_2020_rel_date,ESG_2021_rel_date,ESG_2022_rel_date,ESG_2023_rel_date
08018.HK,NA,28/03/2019,NA,NA,NA,NA,NA
08019.HK,NA,28/03/2019,NA,NA,NA,NA,NA
08070.HK,NA,28/03/2019,NA,NA,NA,NA,NA
08117.HK,NA,28/03/2019,NA,NA,NA,NA,NA
08051.HK,NA,28/03/2019,NA,NA,NA,NA,NA
08375.HK,NA,28/03/2019,NA,NA,NA,NA,NA
08313.HK,NA,28/03/2019,NA,NA,NA,NA,NA
08037.HK,NA,28/03/2019,NA,NA,NA,NA,NA
08152.HK,NA,28/03/2019,NA,NA,NA,NA,NA
08311.HK,NA,28/03/2019,NA,NA,NA,NA,NA
08081.HK,NA,28/03/2019,NA,NA,NA,NA,NA
08279.HK,NA,28/03/2019,NA,NA,NA,NA,NA
08120.HK,NA,28/03/2019,NA,NA,NA,NA,NA
08198.HK,NA,28/03/2019,NA,NA,NA,NA,NA
08271.HK,NA,28/03/2019,NA,NA,NA,NA,NA
08471.HK,NA,28/03/2019,NA,NA,NA,NA,NA
08246.HK,NA,28/03/2019,NA,NA,NA,NA,NA
02039.HK,NA,28/03/2019,NA,NA,NA,NA,NA
01330.HK,NA,28/03/2019,NA,NA,NA,NA,NA
08370.HK,NA,28/03/2019,NA,NA,NA,NA,NA
08483.HK,NA,28/03/2019,NA,NA,NA,NA,NA
00939.HK,NA,27/03/2019,NA,NA,NA,NA,NA
05802.HK,NA,27/03/2019,NA,NA,NA,NA,NA
00763.HK,NA,27/03/2019,NA,NA,NA,NA,NA
08257.HK,NA,27/03/2019,NA,NA,NA,NA,NA
06178.HK,NA,27/03/2019,NA,NA,NA,NA,NA
01211.HK,NA,27/03/2019,NA,NA,NA,NA,NA
08403.HK,NA,NA,NA,NA,NA,NA,NA
06837.HK,NA,27/03/2019,NA,NA,NA,NA,NA
08167.HK,NA,27/03/2019,NA,NA,NA,NA,NA
06881.HK,NA,27/03/2019,NA,NA,NA,NA,NA
02628.HK,NA,27/03/2019,NA,NA,NA,NA,NA
00525.HK,NA,27/03/2019,NA,NA,NA,NA,NA
08095.HK,NA,27/03/2019,NA,NA,NA,NA,NA
01368.HK,NA,27/03/2019,NA,NA,NA,NA,NA
00215.HK,NA,27/03/2019,NA,NA,NA,NA,NA
01071.HK,NA,NA,NA,NA,NA,NA,NA
08429.HK,NA,27/03/2019,NA,NA,NA,NA,NA
08115.HK,NA,27/03/2019,NA,NA,NA,NA,NA
08525.HK,NA,27/03/2019,NA,NA,NA,NA,NA
08540.HK,NA,27/03/2019,NA,NA,NA,NA,NA
08083.HK,NA,27/03/2019,NA,NA,NA,NA,NA
01776.HK,NA,27/03/2019,NA,NA,NA,NA,NA
08450.HK,26/03/2019,NA,NA,NA,NA,NA,NA
00869.HK,NA,26/03/2019,NA,NA,NA,NA,NA
00635.HK,NA,26/03/2019,NA,NA,NA,NA,NA
08030.HK,NA,26/03/2019,NA,NA,NA,NA,NA
08305.HK,NA,26/03/2019,NA,NA,NA,NA,NA
08385.HK,NA,26/03/2019,NA,NA,NA,NA,NA
00598.HK,NA,25/03/2019,NA,NA,NA,NA,NA
02136.HK,NA,25/03/2019,NA,NA,NA,NA,NA
01033.HK,NA,25/03/2019,NA,NA,NA,NA,NA
08215.HK,NA,25/03/2019,NA,NA,NA,NA,NA
00819.HK,NA,25/03/2019,NA,NA,NA,NA,NA
01088.HK,NA,24/03/2019,NA,NA,NA,NA,NA
00386.HK,NA,24/03/2019,NA,NA,NA,NA,NA
08219.HK,NA,24/03/2019,NA,NA,NA,NA,NA
03968.HK,NA,22/03/2019,NA,NA,NA,NA,NA
00317.HK,NA,22/03/2019,NA,NA,NA,NA,NA
00548.HK,NA,22/03/2019,NA,NA,NA,NA,NA
02333.HK,NA,22/03/2019,NA,NA,NA,NA,NA
08521.HK,NA,22/03/2019,NA,NA,NA,NA,NA
00323.HK,NA,22/03/2019,NA,NA,NA,NA,NA
06865.HK,NA,22/03/2019,NA,NA,NA,NA,NA
06030.HK,NA,21/03/2019,NA,NA,NA,NA,NA
00914.HK,NA,21/03/2019,NA,NA,NA,NA,NA
00496.HK,NA,21/03/2019,NA,NA,NA,NA,NA
03918.HK,NA,21/03/2019,NA,NA,NA,NA,NA
00954.HK,NA,21/03/2019,NA,NA,NA,NA,NA
02611.HK,NA,20/03/2019,NA,NA,NA,NA,NA
01336.HK,NA,20/03/2019,NA,NA,NA,NA,NA
01313.HK,NA,20/03/2019,NA,NA,NA,NA,NA
00338.HK,NA,20/03/2019,NA,NA,NA,NA,NA
08107.HK,NA,19/03/2019,NA,NA,NA,NA,NA
00388.HK,NA,19/03/2019,NA,NA,NA,NA,NA
01523.HK,NA,19/03/2019,NA,NA,NA,NA,NA
08405.HK,NA,18/03/2019,NA,NA,NA,NA,NA
08402.HK,NA,18/03/2019,NA,NA,NA,NA,NA
00788.HK,NA,18/03/2019,NA,NA,NA,NA,NA
00874.HK,NA,17/03/2019,NA,NA,NA,NA,NA
00217.HK,NA,15/03/2019,NA,NA,NA,NA,NA
02318.HK,NA,12/03/2019,NA,NA,NA,NA,NA
01560.HK,NA,12/03/2019,NA,NA,NA,NA,NA
00174.HK,NA,12/03/2019,NA,NA,NA,NA,NA
02343.HK,NA,12/03/2019,NA,NA,NA,NA,NA
00864.HK,NA,11/03/2019,NA,NA,NA,NA,NA
00002.HK,NA,11/03/2019,NA,NA,NA,NA,NA
03331.HK,NA,11/03/2019,NA,NA,NA,NA,NA
02386.HK,NA,11/03/2019,NA,NA,NA,NA,NA
00002.HK,NA,08/03/2019,NA,NA,NA,NA,NA
00002.HK,NA,08/03/2019,NA,NA,NA,NA,NA
00005.HK,NA,05/03/2019,NA,NA,NA,NA,NA
06068.HK,NA,01/03/2019,NA,NA,NA,NA,NA
01730.HK,NA,28/02/2019,NA,NA,NA,NA,NA
01317.HK,NA,28/02/2019,NA,NA,NA,NA,NA
08383.HK,NA,27/02/2019,NA,NA,NA,NA,NA
02221.HK,NA,27/02/2019,NA,NA,NA,NA,NA
06163.HK,NA,26/02/2019,NA,NA,NA,NA,NA
08451.HK,NA,25/02/2019,NA,NA,NA,NA,NA
01280.HK,21/02/2019,NA,NA,NA,NA,NA,NA
08439.HK,NA,14/02/2019,NA,NA,NA,NA,NA
00860.HK,NA,30/01/2019,NA,NA,NA,NA,NA
02324.HK,30/01/2019,NA,NA,NA,NA,NA,NA
01991.HK,NA,28/01/2019,NA,NA,NA,NA,NA
00513.HK,NA,25/01/2019,NA,NA,NA,NA,NA
00092.HK,NA,18/01/2019,NA,NA,NA,NA,NA
01059.HK,NA,18/01/2019,NA,NA,NA,NA,NA
01693.HK,NA,14/01/2019,NA,NA,NA,NA,NA
00330.HK,NA,11/01/2019,NA,NA,NA,NA,NA
01611.HK,NA,10/01/2019,NA,NA,NA,NA,NA
00756.HK,NA,08/01/2019,NA,NA,NA,NA,NA
01161.HK,NA,07/01/2019,NA,NA,NA,NA,NA
00158.HK,NA,02/01/2019,NA,NA,NA,NA,NA
